ID,type,q_place_1,q_place_type_1,parent_hierarchy_1,hierarchy_types_1,q_place_2,q_place_type_2,parent_hierarchy_2,hierarchy_types_2,q_place_3plus,q_place_type_3,parent_hierarchy_3,hierarchy_types_3
2015.a.3.2.4,,,,,,,constitutional monarchies,,,,,,
2015.a.3.2.4,,,,,,,monarchies,,,,,,
2015.a.3.2.4,,Bilbao,capitals (seats of government),Basque Provinces,,,,,,,,,
2015.a.3.2.4,,,cities,Spain,primary political entities,,,,,,,,
2015.a.3.2.4,,,,,inhabited regions,,,,,,,,
2015.a.3.2.4,,,,,republics,,,,,,,,
2015.a.3.2.4,,,,,nations,,,,,,,,
2015.a.3.2.4,,,,,independent political entities,,,,,,,,
2015.a.3.2.4,,,,,independent sovereign nations,,,,,,,,
2015.a.3.2.4,,,,,constitutional monarchies,,,,,,,,
2015.a.3.2.4,,,,,monarchies,,,,,,,,
2015.a.3.2.4,,,educational centers (buildings),Europe,continents,,,,,,,,
2015.a.3.2.4,,,provincial capitals,World,areas (geography),,,,,,,,
2015.a.3.2.4,,,financial centers,,facets (controlled vocabulary),,,,,,,,
2015.a.3.2.4,,,industrial centers (inhabited places),,,,,,,,,,
2015.a.3.2.4,,,ports (settlements),,,,,,,,,,
2015.a.3.2.4,,,,,,,,,,,,,
2015.a.3.2.4,,,,,,,,,,,,,
2015.a.3.2.4,,,,,,,,,,,,,
2015.a.3.2.4,,,,,,,,,,,,,
2015.a.3.2.4,,,,,,,,,,,,,
2015.a.3.2.4,,,,,,,,,,,,,
2015.a.3.2.4,,,,,,,,,,,,,
2015.a.3.2.4,,,,,,,,,,,,,
2015.a.3.2.5,tossup + bonus,,,,,,,,,,,,
2015.a.3.2.6,tossup + bonus,Arkansas,first level subdivisions (political entities),United States,primary political entities,,,,,,,,
2015.a.3.2.6,,,,,nations,,,,,,,,
2015.a.3.2.6,,,,,independent political entities,,,,,,,,
2015.a.3.2.6,,,,,independent sovereign nations,,,,,,,,
2015.a.3.2.6,,,states (political divisions),North and Central America,continents,,,,,,,,
2015.a.3.2.6,,,,World,areas (geography),,,,,,,,
2015.a.3.2.6,,,,,facets (controlled vocabulary),,,,,,,,
2015.a.3.2.6,,,,,,,,,,,,,
2015.a.3.2.6,,,,,,,,,,,,,
2015.a.3.2.6,,,,,,,,,,,,,
2015.a.3.2.7,tossup + bonus,,,,,,,,,,,,
2015.a.3.2.8,tossup + bonus,Netherlands,primary political entities,Europe,continents,,,,,,,,
2015.a.3.2.8,,,nations,World,areas (geography),,,,,,,,
2015.a.3.2.8,,,independent political entities,,facets (controlled vocabulary),,,,,,,,
2015.a.3.2.8,,,independent sovereign nations,,,,,,,,,,
2015.a.3.2.8,,,constitutional monarchies,,,,,,,,,,
2015.a.3.2.8,,,kingdoms (political administrative bodies),,,,,,,,,,
2015.a.3.3.lightning.1.1,lightning,Jerusalem,inhabited places,Jerusalem,,,,,,,,,
2015.a.3.3.lightning.1.1,,,archaeological sites,Israel,primary political entities,,,,,,,,
2015.a.3.3.lightning.1.1,,,,,republics,,,,,,,,
2015.a.3.3.lightning.1.1,,,,,nations,,,,,,,,
2015.a.3.3.lightning.1.1,,,,,independent political entities,,,,,,,,
2015.a.3.3.lightning.1.1,,,,,independent sovereign nations,,,,,,,,
2015.a.3.3.lightning.1.1,,,cities,Asia,continents,,,,,,,,
2015.a.3.3.lightning.1.1,,,district capitals,World,areas (geography),,,,,,,,
2015.a.3.3.lightning.1.1,,,national capitals,,facets (controlled vocabulary),,,,,,,,
2015.a.3.3.lightning.1.1,,,educational centers (buildings),,,,,,,,,,
2015.a.3.3.lightning.1.1,,,commercial centers (inhabited places),,,,,,,,,,
2015.a.3.3.lightning.1.1,,,religious centers,,,,,,,,,,
2015.a.3.3.lightning.1.1,,,financial centers,,,,,,,,,,
2015.a.3.3.lightning.1.1,,,historic sites,,,,,,,,,,
2015.a.3.3.lightning.1.1,,,industrial centers (inhabited places),,,,,,,,,,
2015.a.3.3.lightning.1.1,,,transportation centers (inhabited places),,,,,,,,,,
2015.a.3.3.lightning.1.1,,,pilgrimage centers,,,,,,,,,,
2015.a.3.3.lightning.1.1,,,tourist centers,,,,,,,,,,
2015.a.3.3.lightning.1.2,lightning,,,,,,,,,,,,
2015.a.3.3.lightning.1.3,lightning,Jerusalem,inhabited places,Jerusalem,,,,,,,,,
2015.a.3.3.lightning.1.3,,,archaeological sites,Israel,primary political entities,,,,,,,,
2015.a.3.3.lightning.1.3,,,,,republics,,,,,,,,
2015.a.3.3.lightning.1.3,,,,,nations,,,,,,,,
2015.a.3.3.lightning.1.3,,,,,independent political entities,,,,,,,,
2015.a.3.3.lightning.1.3,,,,,independent sovereign nations,,,,,,,,
2015.a.3.3.lightning.1.3,,,cities,Asia,continents,,,,,,,,
2015.a.3.3.lightning.1.3,,,district capitals,World,areas (geography),,,,,,,,
2015.a.3.3.lightning.1.3,,,national capitals,,facets (controlled vocabulary),,,,,,,,
2015.a.3.3.lightning.1.3,,,educational centers (buildings),,,,,,,,,,
2015.a.3.3.lightning.1.3,,,commercial centers (inhabited places),,,,,,,,,,
2015.a.3.3.lightning.1.3,,,religious centers,,,,,,,,,,
2015.a.3.3.lightning.1.3,,,financial centers,,,,,,,,,,
2015.a.3.3.lightning.1.3,,,historic sites,,,,,,,,,,
2015.a.3.3.lightning.1.3,,,industrial centers (inhabited places),,,,,,,,,,
2015.a.3.3.lightning.1.3,,,transportation centers (inhabited places),,,,,,,,,,
2015.a.3.3.lightning.1.3,,,pilgrimage centers,,,,,,,,,,
2015.a.3.3.lightning.1.3,,,tourist centers,,,,,,,,,,
2015.a.3.3.lightning.1.4,lightning,Malta,primary political entities,Europe,continents,,,,,,,,
2015.a.3.3.lightning.1.4,,,municipia,World,areas (geography),,,,,,,,
2015.a.3.3.lightning.1.4,,,island nations,,facets (controlled vocabulary),,,,,,,,
2015.a.3.3.lightning.1.4,,,republics,,,,,,,,,,
2015.a.3.3.lightning.1.4,,,nations,,,,,,,,,,
2015.a.3.3.lightning.1.4,,,independent political entities,,,,,,,,,,
2015.a.3.3.lightning.1.4,,,independent sovereign nations,,,,,,,,,,
2015.a.3.3.lightning.1.5,lightning,,,,,,,,,,,,
2015.a.3.3.lightning.1.6,lightning,Jerusalem,inhabited places,Jerusalem,,,,,,,,,
2015.a.3.3.lightning.1.6,,,archaeological sites,Israel,primary political entities,,,,,,,,
2015.a.3.3.lightning.1.6,,,,,republics,,,,,,,,
2015.a.3.3.lightning.1.6,,,,,nations,,,,,,,,
2015.a.3.3.lightning.1.6,,,,,independent political entities,,,,,,,,
2015.a.3.3.lightning.1.6,,,,,independent sovereign nations,,,,,,,,
2015.a.3.3.lightning.1.6,,,cities,Asia,continents,,,,,,,,
2015.a.3.3.lightning.1.6,,,district capitals,World,areas (geography),,,,,,,,
2015.a.3.3.lightning.1.6,,,national capitals,,facets (controlled vocabulary),,,,,,,,
2015.a.3.3.lightning.1.6,,,educational centers (buildings),,,,,,,,,,
2015.a.3.3.lightning.1.6,,,commercial centers (inhabited places),,,,,,,,,,
2015.a.3.3.lightning.1.6,,,religious centers,,,,,,,,,,
2015.a.3.3.lightning.1.6,,,financial centers,,,,,,,,,,
2015.a.3.3.lightning.1.6,,,historic sites,,,,,,,,,,
2015.a.3.3.lightning.1.6,,,industrial centers (inhabited places),,,,,,,,,,
2015.a.3.3.lightning.1.6,,,transportation centers (inhabited places),,,,,,,,,,
2015.a.3.3.lightning.1.6,,,pilgrimage centers,,,,,,,,,,
2015.a.3.3.lightning.1.6,,,tourist centers,,,,,,,,,,
2015.a.3.3.lightning.1.7,lightning,,,,,,,,,,,,
2015.a.3.3.lightning.1.8,lightning,,,,,,,,,,,,
2015.a.3.3.lightning.2.1,lightning,United States,primary political entities,North and Central America,continents,,,,,,,,
2015.a.3.3.lightning.2.1,,,nations,World,areas (geography),,,,,,,,
2015.a.3.3.lightning.2.1,,,independent political entities,,facets (controlled vocabulary),,,,,,,,
2015.a.3.3.lightning.2.1,,,independent sovereign nations,,,,,,,,,,
2015.a.3.3.lightning.2.2,lightning,United States,primary political entities,North and Central America,continents,,,,,,,,
2015.a.3.3.lightning.2.2,,,nations,World,areas (geography),,,,,,,,
2015.a.3.3.lightning.2.2,,,independent political entities,,facets (controlled vocabulary),,,,,,,,
2015.a.3.3.lightning.2.2,,,independent sovereign nations,,,,,,,,,,
2015.a.3.3.lightning.2.3,lightning,Soviet Union,former primary political entities,Asia,continents,,,,,,,,
2015.a.3.3.lightning.2.3,,,empires (sovereign states),World,areas (geography),,,,,,,,
2015.a.3.3.lightning.2.3,,,political entities,,facets (controlled vocabulary),,,,,,,,
2015.a.3.3.lightning.2.3,,,nations,,,,,,,,,,
2015.a.3.3.lightning.2.3,,,independent political entities,,,,,,,,,,
2015.a.3.3.lightning.2.3,,,federations,,,,,,,,,,
2015.a.3.3.lightning.2.4,lightning,France,primary political entities,Europe,continents,Great Britain,islands (landforms),United Kingdom,primary political entities,,,,
2015.a.3.3.lightning.2.4,,,,,,,,,nations,,,,
2015.a.3.3.lightning.2.4,,,,,,,,,independent political entities,,,,
2015.a.3.3.lightning.2.4,,,,,,,,,independent sovereign nations,,,,
2015.a.3.3.lightning.2.4,,,,,,,,,constitutional monarchies,,,,
2015.a.3.3.lightning.2.4,,,,,,,,Europe,continents,,,,
2015.a.3.3.lightning.2.4,,,,,,,,World,areas (geography),,,,
2015.a.3.3.lightning.2.4,,,,,,,,,facets (controlled vocabulary),,,,
2015.a.3.3.lightning.2.4,,France,republics,World,areas (geography),,,,,,,,
2015.a.3.3.lightning.2.4,,,empires (sovereign states),,facets (controlled vocabulary),,,,,,,,
2015.a.3.3.lightning.2.4,,,nations,,,,,,,,,,
2015.a.3.3.lightning.2.4,,,independent political entities,,,,,,,,,,
2015.a.3.3.lightning.2.4,,,independent sovereign nations,,,,,,,,,,
2015.a.3.3.lightning.2.4,,,monarchies,,,,,,,,,,
2015.a.3.3.lightning.2.5,lightning,,,,,,,,,,,,
2015.a.3.3.lightning.2.6,lightning,,,,,,,,,,,,
2015.a.3.3.lightning.2.7,lightning,,,,,,,,,,,,
2015.a.3.3.lightning.2.8,lightning,Massachusetts,first level subdivisions (political entities),United States,primary political entities,,,,,,,,
2015.a.3.3.lightning.2.8,,,,,nations,,,,,,,,
2015.a.3.3.lightning.2.8,,,,,independent political entities,,,,,,,,
2015.a.3.3.lightning.2.8,,,,,independent sovereign nations,,,,,,,,
2015.a.3.3.lightning.2.8,,,states (political divisions),North and Central America,continents,,,,,,,,
2015.a.3.3.lightning.2.8,,,,World,areas (geography),,,,,,,,
2015.a.3.3.lightning.2.8,,,,,facets (controlled vocabulary),,,,,,,,
2015.a.3.3.lightning.2.8,,,,,,,,,,,,,
2015.a.3.3.lightning.2.8,,,,,,,,,,,,,
2015.a.3.3.lightning.2.8,,,,,,,,,,,,,
2015.a.3.3.lightning.3.1,lightning,France,primary political entities,Europe,continents,,,,,,,,
2015.a.3.3.lightning.3.1,,,republics,World,areas (geography),,,,,,,,
2015.a.3.3.lightning.3.1,,,empires (sovereign states),,facets (controlled vocabulary),,,,,,,,
2015.a.3.3.lightning.3.1,,,nations,,,,,,,,,,
2015.a.3.3.lightning.3.1,,,independent political entities,,,,,,,,,,
2015.a.3.3.lightning.3.1,,,independent sovereign nations,,,,,,,,,,
2015.a.3.3.lightning.3.1,,,monarchies,,,,,,,,,,
2015.a.3.3.lightning.3.2,lightning,,,,,,,,,,,,
2015.a.3.3.lightning.3.3,lightning,Nebraska,first level subdivisions (political entities),United States,primary political entities,,,,,,,,
2015.a.3.3.lightning.3.3,,,,,nations,,,,,,,,
2015.a.3.3.lightning.3.3,,,,,independent political entities,,,,,,,,
2015.a.3.3.lightning.3.3,,,,,independent sovereign nations,,,,,,,,
2015.a.3.3.lightning.3.3,,,states (political divisions),North and Central America,continents,,,,,,,,
2015.a.3.3.lightning.3.3,,,,World,areas (geography),,,,,,,,
2015.a.3.3.lightning.3.3,,,,,facets (controlled vocabulary),,,,,,,,
2015.a.3.3.lightning.3.3,,,,,,,,,,,,,
2015.a.3.3.lightning.3.3,,,,,,,,,,,,,
2015.a.3.3.lightning.3.3,,,,,,,,,,,,,
2015.a.3.3.lightning.3.4,lightning,,,,,,,,,,,,
2015.a.3.3.lightning.3.5,lightning,,,,,,,,,,,,
2015.a.3.3.lightning.3.6,lightning,,,,,,,,,,,,
2015.a.3.3.lightning.3.7,lightning,,,,,,,,,,,,
2015.a.3.3.lightning.3.8,lightning,,,,,,,,,,,,
2015.a.3.4.1,tossup,Egypt,primary political entities,Africa,continents,India,primary political entities,Asia,continents,,,,
2015.a.3.4.1,,,,,,,republics,World,areas (geography),,,,
2015.a.3.4.1,,,,,,,nations,,facets (controlled vocabulary),,,,
2015.a.3.4.1,,,,,,,independent political entities,,,,,,
2015.a.3.4.1,,,,,,,independent sovereign nations,,,,,,
2015.a.3.4.1,,,,,,,controlled regions,,,,,,
2015.a.3.4.1,,Egypt,,Africa,inhabited places,,,,,,,,
2015.a.3.4.1,,,republics,World,areas (geography),,,,,,,,
2015.a.3.4.1,,,nations,,facets (controlled vocabulary),,,,,,,,
2015.a.3.4.1,,,independent political entities,,,,,,,,,,
2015.a.3.4.1,,,independent sovereign nations,,,,,,,,,,
2015.a.3.4.1,,,protectorates,,,,,,,,,,
2015.a.3.4.1,,,controlled regions,,,,,,,,,,
2015.a.3.4.1,,,principalities,,,,,,,,,,
2015.a.3.4.2,tossup,Brazil,primary political entities,South America,continents,,,,,,,,
2015.a.3.4.2,,,republics,World,areas (geography),,,,,,,,
2015.a.3.4.2,,,nations,,facets (controlled vocabulary),,,,,,,,
2015.a.3.4.2,,,independent political entities,,,,,,,,,,
2015.a.3.4.2,,,independent sovereign nations,,,,,,,,,,
2015.a.3.4.3,tossup,North Carolina,first level subdivisions (political entities),United States,primary political entities,Omaha,agricultural centers (inhabited places),Douglas,,,,,
2015.a.3.4.3,,,,,,,inhabited places,Nebraska,,,,,
2015.a.3.4.3,,,,,,,county seats,United States,primary political entities,,,,
2015.a.3.4.3,,,,,,,capitals (seats of government),,nations,,,,
2015.a.3.4.3,,,,,,,cities,,independent political entities,,,,
2015.a.3.4.3,,,,,,,manufacturing centers,,independent sovereign nations,,,,
2015.a.3.4.3,,,,,,,college centers (inhabited places),North and Central America,continents,,,,
2015.a.3.4.3,,,,,,,industrial centers (inhabited places),World,areas (geography),,,,
2015.a.3.4.3,,,,,,,transportation centers (inhabited places),,facets (controlled vocabulary),,,,
2015.a.3.4.3,,,,,,,,,,,,,
2015.a.3.4.3,,,,,,,,,,,,,
2015.a.3.4.3,,,,,,,,,,,,,
2015.a.3.4.3,,North Carolina,,United States,nations,,,,,,,,
2015.a.3.4.3,,,,,independent political entities,,,,,,,,
2015.a.3.4.3,,,,,independent sovereign nations,,,,,,,,
2015.a.3.4.3,,,states (political divisions),North and Central America,continents,,,,,,,,
2015.a.3.4.3,,,,World,areas (geography),,,,,,,,
2015.a.3.4.3,,,,,facets (controlled vocabulary),,,,,,,,
2015.a.3.4.3,,,,,,,,,,,,,
2015.a.3.4.3,,,,,,,,,,,,,
2015.a.3.4.3,,,,,,,,,,,,,
2015.a.3.4.4,tossup,Tashkent,inhabited places,Tashkent Oblast,,,,,,,,,
2015.a.3.4.4,,,cities,Uzbekistan,primary political entities,,,,,,,,
2015.a.3.4.4,,,,,republics,,,,,,,,
2015.a.3.4.4,,,,,nations,,,,,,,,
2015.a.3.4.4,,,,,independent political entities,,,,,,,,
2015.a.3.4.4,,,national capitals,Asia,continents,,,,,,,,
2015.a.3.4.4,,,educational centers (buildings),World,areas (geography),,,,,,,,
2015.a.3.4.4,,,commercial centers (inhabited places),,facets (controlled vocabulary),,,,,,,,
2015.a.3.4.4,,,provincial capitals,,,,,,,,,,
2015.a.3.4.4,,,cultural centers (buildings),,,,,,,,,,
2015.a.3.4.4,,,industrial centers (inhabited places),,,,,,,,,,
2015.a.3.4.4,,,,,,,,,,,,,
2015.a.3.4.5,tossup,,,,,Portugal,primary political entities,Europe,continents,,,,
2015.a.3.4.5,,,,,,,republics,World,areas (geography),,,,
2015.a.3.4.5,,,,,,,nations,,facets (controlled vocabulary),,,,
2015.a.3.4.5,,,,,,,independent political entities,,,,,,
2015.a.3.4.5,,,,,,,independent sovereign nations,,,,,,
2015.a.3.4.5,,,,,,,counties,,,,,,
2015.a.3.4.5,,,,,,,kingdoms (political administrative bodies),,,,,,
2015.a.3.4.6,tossup,,,,,,,,,,,,
2015.a.3.4.7,tossup,Paris,inhabited places,Île-de-France,,,,,,,,,
2015.a.3.4.7,,,department capitals,France,primary political entities,,,,,,,,
2015.a.3.4.7,,,,,republics,,,,,,,,
2015.a.3.4.7,,,,,empires (sovereign states),,,,,,,,
2015.a.3.4.7,,,,,nations,,,,,,,,
2015.a.3.4.7,,,,,independent political entities,,,,,,,,
2015.a.3.4.7,,,,,independent sovereign nations,,,,,,,,
2015.a.3.4.7,,,,,monarchies,,,,,,,,
2015.a.3.4.7,,,cities,Europe,continents,,,,,,,,
2015.a.3.4.7,,,national capitals,World,areas (geography),,,,,,,,
2015.a.3.4.7,,,educational centers (buildings),,facets (controlled vocabulary),,,,,,,,
2015.a.3.4.7,,,commercial centers (inhabited places),,,,,,,,,,
2015.a.3.4.7,,,episcopal sees,,,,,,,,,,
2015.a.3.4.7,,,cultural centers (buildings),,,,,,,,,,
2015.a.3.4.7,,,countships,,,,,,,,,,
2015.a.3.4.7,,,financial centers,,,,,,,,,,
2015.a.3.4.7,,,industrial centers (inhabited places),,,,,,,,,,
2015.a.3.4.7,,,transportation centers (inhabited places),,,,,,,,,,
2015.a.3.4.7,,,pilgrimage centers,,,,,,,,,,
2015.a.3.4.7,,,ports (settlements),,,,,,,,,,
2015.a.3.4.7,,,tourist centers,,,,,,,,,,
2015.a.3.4.7,,,trade centers,,,,,,,,,,
2015.a.3.4.8,tossup,Antwerp,inhabited places,Antwerpen,,Hamburg,inhabited places,Hamburg,,,,,
2015.a.3.4.8,,,,,,,cities,Germany,primary political entities,,,,
2015.a.3.4.8,,,,,,,imperial cities,,republics,,,,
2015.a.3.4.8,,,,,,,commercial centers (inhabited places),,nations,,,,
2015.a.3.4.8,,,,,,,episcopal sees,,independent political entities,,,,
2015.a.3.4.8,,,,,,,regional capitals,,independent sovereign nations,,,,
2015.a.3.4.8,,,,,,,state capitals,Europe,continents,,,,
2015.a.3.4.8,,,,,,,cultural centers (buildings),World,areas (geography),,,,
2015.a.3.4.8,,,,,,,political centers,,facets (controlled vocabulary),,,,
2015.a.3.4.8,,,,,,,industrial centers (inhabited places),,,,,,
2015.a.3.4.8,,,,,,,ports (settlements),,,,,,
2015.a.3.4.8,,,,,,,scientific centers (inhabited places),,,,,,
2015.a.3.4.8,,,,,,,shipbuilding centers,,,,,,
2015.a.3.4.8,,,,,,,trade centers,,,,,,
2015.a.3.4.8,,Antwerp,cities,Flanders,,,,,,,,,
2015.a.3.4.8,,,commercial centers (inhabited places),Belgium,primary political entities,,,,,,,,
2015.a.3.4.8,,,,,nations,,,,,,,,
2015.a.3.4.8,,,,,independent political entities,,,,,,,,
2015.a.3.4.8,,,,,independent sovereign nations,,,,,,,,
2015.a.3.4.8,,,,,constitutional monarchies,,,,,,,,
2015.a.3.4.8,,,,,kingdoms (political administrative bodies),,,,,,,,
2015.a.3.4.8,,,seaports,Europe,continents,,,,,,,,
2015.a.3.4.8,,,provincial capitals,World,areas (geography),,,,,,,,
2015.a.3.4.8,,,regional capitals,,facets (controlled vocabulary),,,,,,,,
2015.a.3.4.8,,,,,,,,,,,,,
2015.a.3.4.8,,,,,,,,,,,,,
2015.a.3.4.8,,,,,,,,,,,,,
2015.a.3.4.8,,,,,,,,,,,,,
2015.a.3.4.8,,,,,,,,,,,,,
2015.a.3.4.8,,,,,,,,,,,,,
2015.a.3.4.8,,,,,,,,,,,,,
2015.a.4.1.1,tossup,Zürich,first level subdivisions (political entities),Switzerland,primary political entities,Münster,inhabited places,Hesse,,,,,
2015.a.4.1.1,,,,,,,,Germany,primary political entities,,,,
2015.a.4.1.1,,,,,,,,,republics,,,,
2015.a.4.1.1,,,,,,,,,nations,,,,
2015.a.4.1.1,,,,,,,,,independent political entities,,,,
2015.a.4.1.1,,,,,,,,,independent sovereign nations,,,,
2015.a.4.1.1,,,,,,,,Europe,continents,,,,
2015.a.4.1.1,,,,,,,,World,areas (geography),,,,
2015.a.4.1.1,,,,,,,,,facets (controlled vocabulary),,,,
2015.a.4.1.1,,Zürich,,Switzerland,republics,,,,,,,,
2015.a.4.1.1,,,,,nations,,,,,,,,
2015.a.4.1.1,,,,,independent political entities,,,,,,,,
2015.a.4.1.1,,,,,independent sovereign nations,,,,,,,,
2015.a.4.1.1,,,cantons (administrative bodies),Europe,continents,,,,,,,,
2015.a.4.1.1,,,,World,areas (geography),,,,,,,,
2015.a.4.1.1,,,,,facets (controlled vocabulary),,,,,,,,
2015.a.4.1.1,,,,,,,,,,,,,
2015.a.4.1.1,,,,,,,,,,,,,
2015.a.4.1.1,,,,,,,,,,,,,
2015.a.4.1.1,,,,,,,,,,,,,
2015.a.4.1.2,tossup,Moravia,regions (geographic),Czech Republic,primary political entities,Aachen,inhabited places,North Rhine-Westphalia,,Hapsburg Empire,former primary political entities,Holy Roman Empire,former primary political entities
2015.a.4.1.2,,,,,,,,,,,,,historical regions
2015.a.4.1.2,,,,,,,,,,,,,empires (sovereign states)
2015.a.4.1.2,,,,,,,cities,Germany,primary political entities,,historical regions,World,areas (geography)
2015.a.4.1.2,,,,,,,manufacturing centers,,republics,,empires (sovereign states),,facets (controlled vocabulary)
2015.a.4.1.2,,,,,,,imperial cities,,nations,,,,
2015.a.4.1.2,,,,,,,educational centers (buildings),,independent political entities,,,,
2015.a.4.1.2,,,,,,,royal residences,,independent sovereign nations,,,,
2015.a.4.1.2,,,,,,,transportation centers (inhabited places),Europe,continents,,,,
2015.a.4.1.2,,,,,,,spa centers,World,areas (geography),,,,
2015.a.4.1.2,,,,,,,tourist centers,,facets (controlled vocabulary),,,,
2015.a.4.1.2,,Moravia,,Czech Republic,republics,,,,,,,,
2015.a.4.1.2,,,,,nations,,,,,,,,
2015.a.4.1.2,,,,,independent political entities,,,,,,,,
2015.a.4.1.2,,,,,independent sovereign nations,,,,,,,,
2015.a.4.1.2,,,general regions,Europe,continents,,,,,,,,
2015.a.4.1.2,,,,World,areas (geography),,,,,,,,
2015.a.4.1.2,,,,,facets (controlled vocabulary),,,,,,,,
2015.a.4.1.2,,,,,,,,,,,,,
2015.a.4.1.2,,,,,,,,,,,,,
2015.a.4.1.2,,,,,,,,,,,,,
2015.a.4.1.2,,,,,,,,,,,,,
2015.a.4.1.3,tossup,,,,,,,,,,,,
2015.a.4.1.4,tossup,New York,inhabited places,New York,,,,,,,,,
2015.a.4.1.4,,,communication centers,United States,primary political entities,,,,,,,,
2015.a.4.1.4,,,,,nations,,,,,,,,
2015.a.4.1.4,,,,,independent political entities,,,,,,,,
2015.a.4.1.4,,,,,independent sovereign nations,,,,,,,,
2015.a.4.1.4,,,cities,North and Central America,continents,,,,,,,,
2015.a.4.1.4,,,national capitals,World,areas (geography),,,,,,,,
2015.a.4.1.4,,,educational centers (buildings),,facets (controlled vocabulary),,,,,,,,
2015.a.4.1.4,,,commercial centers (inhabited places),,,,,,,,,,
2015.a.4.1.4,,,communications centers (inhabited places),,,,,,,,,,
2015.a.4.1.4,,,cultural centers (buildings),,,,,,,,,,
2015.a.4.1.4,,,political centers,,,,,,,,,,
2015.a.4.1.4,,,financial centers,,,,,,,,,,
2015.a.4.1.4,,,industrial centers (inhabited places),,,,,,,,,,
2015.a.4.1.4,,,transportation centers (inhabited places),,,,,,,,,,
2015.a.4.1.4,,,ports (settlements),,,,,,,,,,
2015.a.4.1.4,,,publishing centers,,,,,,,,,,
2015.a.4.1.4,,,trade centers,,,,,,,,,,
2015.a.4.1.5,tossup,,,,,,,,,,,,
